   2.4377798e-01   5.1727834e-01   6.0354908e-01   3.1674990e-01  -1.8992842e-01
   2.8184019e-01   5.5809759e-01   5.8218867e-01   2.0937151e-01  -2.9985787e-01
   3.2259292e-01   5.9308308e-01   5.4322348e-01   9.1577273e-02  -3.8882543e-01
   3.6554180e-01   6.2034099e-01   4.8624013e-01  -3.1009118e-02  -4.4944865e-01
   4.1007451e-01   6.3799713e-01   4.1194862e-01  -1.5174794e-01  -4.7609702e-01
   4.5546077e-01   6.4438740e-01   3.2218096e-01  -2.6373308e-01  -4.6599490e-01
   5.0085235e-01   6.3785439e-01   2.1963339e-01  -3.5999503e-01  -4.1887551e-01
   5.4534135e-01   6.1726522e-01   1.0798655e-01  -4.3406665e-01  -3.3752004e-01
   5.8793359e-01   5.8208078e-01  -8.3352999e-03  -4.8050819e-01  -2.2820839e-01
   6.2747904e-01   5.3235575e-01  -1.2432095e-01  -4.9588526e-01  -9.9667621e-02
   6.6293957e-01   4.6870798e-01  -2.3454197e-01  -4.7863954e-01   3.7422685e-02
   6.9339809e-01   3.9225111e-01  -3.3370002e-01  -4.2915416e-01   1.7130544e-01
   7.1805850e-01   3.0470821e-01  -4.1661618e-01  -3.5043988e-01   2.9006641e-01
   7.3624572e-01   2.0828424e-01  -4.7909861e-01  -2.4774414e-01   3.8305046e-01
   7.4740570e-01   1.0565433e-01  -5.1801413e-01  -1.2792640e-01   4.4207689e-01
   7.5113659e-01  -8.1709046e-05  -5.3126723e-01   8.1068725e-04   4.6155367e-01
   7.4736349e-01  -1.0584070e-01  -5.1797715e-01   1.2954156e-01   4.3970314e-01
   7.3624261e-01  -2.0839257e-01  -4.7888906e-01   2.4919968e-01   3.7869919e-01
   7.1810198e-01  -3.0475971e-01  -4.1623854e-01   3.5157647e-01   2.8391951e-01
   6.9344186e-01  -3.9231361e-01  -3.3325282e-01   4.2990320e-01   1.6398814e-01
   6.6293484e-01  -4.6878910e-01  -2.3416250e-01   4.7897990e-01   2.9672247e-02
   6.2742576e-01  -5.3244709e-01  -1.2397252e-01   4.9581867e-01  -1.0723258e-01
   5.8792282e-01  -5.8208789e-01  -8.0268035e-03   4.8002016e-01  -2.3500829e-01
   5.4545051e-01  -6.1713356e-01   1.0826101e-01   4.3315872e-01  -3.4288836e-01
   5.0102616e-01  -6.3764874e-01   2.1988844e-01   3.5876330e-01  -4.2227545e-01
   4.5563197e-01  -6.4425813e-01   3.2239167e-01   2.6227503e-01  -4.6741002e-01
   4.1019814e-01  -6.3804839e-01   4.1208379e-01   1.5013843e-01  -4.7527136e-01
   3.6560286e-01  -6.2048831e-01   4.8620711e-01   2.9320577e-02  -4.4631139e-01
   3.2265571e-01  -5.9323757e-01   5.4311042e-01  -9.3191869e-02  -3.8384359e-01
   2.8195229e-01  -5.5814436e-01   5.8214601e-01  -2.1085509e-01  -2.9337565e-01
   2.4391730e-01  -5.1724346e-01   6.0358084e-01  -3.1793828e-01  -1.8230684e-01
   2.0887846e-01  -4.7254533e-01   6.0843543e-01  -4.1001724e-01  -5.8957927e-02
   1.7706724e-01  -4.2576741e-01   5.9843892e-01  -4.8404798e-01   6.8230429e-02
   1.4861844e-01  -3.7844832e-01   5.7588546e-01  -5.3830495e-01   1.9136258e-01
   1.2349175e-01  -3.3194681e-01   5.4324180e-01  -5.7236952e-01   3.0358202e-01
   1.0157298e-01  -2.8744183e-01   5.0304346e-01  -5.8709923e-01   3.9951489e-01
   8.2727625e-02  -2.4587638e-01   4.5774282e-01  -5.8429823e-01   4.7561427e-01
   6.6747546e-02  -2.0776895e-01   4.0970703e-01  -5.6646788e-01   5.3001473e-01
   5.3351002e-02  -1.7343642e-01   3.6107398e-01  -5.3638423e-01   5.6240511e-01
   4.2192363e-02  -1.4304412e-01   3.1344663e-01  -4.9700895e-01   5.7394618e-01
   3.3016438e-02  -1.1660423e-01   2.6810514e-01  -4.5147111e-01   5.6694031e-01
   2.5586079e-02  -9.3948999e-02   2.2605569e-01  -4.0259997e-01   5.4439430e-01
   1.9633166e-02  -7.4826124e-02   1.8801508e-01  -3.5269370e-01   5.0958830e-01
   1.4903248e-02  -5.8931694e-02   1.5427778e-01  -3.0370179e-01   4.6592127e-01
   1.1203949e-02  -4.5882905e-02   1.2489198e-01  -2.5721768e-01   4.1684428e-01
   8.3447065e-03  -3.5280539e-02   9.9755062e-02  -2.1439573e-01   3.6527733e-01
   6.1425208e-03  -2.6821661e-02   7.8608503e-02  -1.7581817e-01   3.1358297e-01
   4.4739718e-03  -2.0176757e-02   6.1069896e-02  -1.4177454e-01   2.6368321e-01
   3.2249264e-03  -1.4971871e-02   4.6740470e-02  -1.1230921e-01   2.1703922e-01
   2.2903459e-03  -1.0928193e-02   3.5173729e-02  -8.7205052e-02   1.7446610e-01
   1.6008500e-03  -7.8385302e-03   2.5892754e-02  -6.6070099e-02   1.3628213e-01
   1.0925951e-03  -5.4757089e-03   1.8503915e-02  -4.8422521e-02   1.0247980e-01
   7.1449294e-04  -3.6504103e-03   1.2605679e-02  -3.3642351e-02   7.2713214e-02
   4.2868395e-04  -2.2228745e-03   7.7813646e-03  -2.1081731e-02   4.6324092e-02
   1.9998018e-04  -1.0479358e-03   3.6990851e-03  -1.0124618e-02   2.2471774e-02
   1.2662585e-09   1.4616777e-08  -1.5512173e-07   1.5554347e-08  -4.0047636e-06
